date,alpha_momentum_20d_1309,alpha_momentum_20d_300475,alpha_momentum_20d_301308,alpha_momentum_20d_688008,alpha_momentum_20d_688525,alpha_volatility_20d_1309,alpha_volatility_20d_300475,alpha_volatility_20d_301308,alpha_volatility_20d_688008,alpha_volatility_20d_688525,alpha_supply_chain_score_1309,alpha_supply_chain_score_300475,alpha_supply_chain_score_301308,alpha_supply_chain_score_688008,alpha_supply_chain_score_688525,alpha_chokepoint_moat_1309,alpha_chokepoint_moat_300475,alpha_chokepoint_moat_301308,alpha_chokepoint_moat_688008,alpha_chokepoint_moat_688525
2026-07-13,0.1661,0.1563,0.0139,0.1243,0.036,1.0137,1.3694,1.0035,1.1592,1.1264,1.3106,1.3106,1.3106,1.3106,1.3106,0.88,0.72,0.72,0.72,0.88
2026-07-14,0.1467,0.1303,0.0175,0.1247,0.0548,1.0089,1.3535,1.0048,1.1594,1.1355,1.2883,1.2883,1.2883,1.2883,1.2883,0.88,0.72,0.72,0.72,0.88
2026-07-15,0.0103,0.0822,-0.0967,0.0349,-0.106,1.0779,1.3656,1.0581,1.1868,1.2621,1.2576,1.2576,1.2576,1.2576,1.2576,0.88,0.72,0.72,0.72,0.88
2026-07-16,-0.1599,-0.1599,-0.1891,-0.196,-0.1885,1.0934,1.1856,1.0449,1.2964,1.2179,1.218,1.218,1.218,1.218,1.218,0.88,0.72,0.72,0.72,0.88
2026-07-17,-0.2464,-0.3167,-0.3146,-0.3202,-0.3453,1.1413,1.2832,1.1487,1.3588,1.3112,1.1727,1.1727,1.1727,1.1727,1.1727,0.88,0.72,0.72,0.72,0.88
2026-07-20,-0.3449,-0.4659,-0.389,-0.3222,-0.3995,1.1682,1.2111,1.1115,1.3573,1.2862,1.1408,1.1408,1.1408,1.1408,1.1408,0.88,0.72,0.72,0.72,0.88
2026-07-21,-0.3272,-0.3756,-0.2922,-0.1491,-0.3043,1.1855,1.3676,1.2188,1.464,1.3657,1.1116,1.1116,1.1116,1.1116,1.1116,0.88,0.72,0.72,0.72,0.88
2026-07-22,-0.4356,-0.4246,-0.3734,-0.1634,-0.4046,1.1707,1.3653,1.2217,1.4595,1.3481,1.0928,1.0928,1.0928,1.0928,1.0928,0.88,0.72,0.72,0.72,0.88
2026-07-23,-0.5118,-0.4675,-0.4451,-0.1925,-0.4786,1.075,1.3317,1.1476,1.448,1.191,1.0762,1.0762,1.0762,1.0762,1.0762,0.88,0.72,0.72,0.72,0.88
2026-07-24,-0.5795,-0.463,-0.4555,-0.1077,-0.5282,1.0192,1.3329,1.1431,1.4401,1.1629,1.0707,1.0707,1.0707,1.0707,1.0707,0.88,0.72,0.72,0.72,0.88
2026-07-27,-0.586,-0.4396,-0.4829,-0.232,-0.5244,1.0084,1.3459,1.1017,1.3543,1.1676,1.0697,1.0697,1.0697,1.0697,1.0697,0.88,0.72,0.72,0.72,0.88
2026-07-28,-0.6167,-0.509,-0.5311,-0.3356,-0.5759,1.0279,1.3716,1.1439,1.3687,1.2149,1.0493,1.0493,1.0493,1.0493,1.0493,0.88,0.72,0.72,0.72,0.88
2026-07-29,-0.603,-0.5189,-0.5064,-0.3423,-0.5424,1.0314,1.3657,1.148,1.3656,1.223,1.0371,1.0371,1.0371,1.0371,1.0371,0.88,0.72,0.72,0.72,0.88
2026-07-30,-0.5191,-0.4624,-0.4346,-0.2678,-0.4751,1.1303,1.3125,1.1351,1.284,1.2274,1.0269,1.0269,1.0269,1.0269,1.0269,0.88,0.72,0.72,0.72,0.88
2026-07-31,-0.5624,-0.4481,-0.4385,-0.2309,-0.4719,1.0419,1.3254,1.1307,1.298,1.2309,1.0234,1.0234,1.0234,1.0234,1.0234,0.88,0.72,0.72,0.72,0.88
2026-08-03,-0.6267,-0.4941,-0.5309,-0.292,-0.5452,0.9924,1.3345,1.036,1.315,1.1974,1.0119,1.0119,1.0119,1.0119,1.0119,0.88,0.72,0.72,0.72,0.88
2026-08-04,-0.5721,-0.4178,-0.4648,-0.196,-0.4882,1.0266,1.3589,1.0647,1.3364,1.2306,1.0145,1.0145,1.0145,1.0145,1.0145,0.88,0.72,0.72,0.72,0.88
2026-08-05,-0.5318,-0.3797,-0.3843,-0.1409,-0.4118,1.0859,1.3921,1.1327,1.3465,1.2721,1.0216,1.0216,1.0216,1.0216,1.0216,0.88,0.72,0.72,0.72,0.88
2026-08-06,-0.5488,-0.4304,-0.4091,-0.27,-0.4439,1.0581,1.3269,1.1092,1.2064,1.2402,1.026,1.026,1.026,1.026,1.026,0.88,0.72,0.72,0.72,0.88
2026-08-07,-0.4948,-0.4143,-0.3421,-0.1948,-0.3697,1.0846,1.3409,1.1374,1.2027,1.256,1.0323,1.0323,1.0323,1.0323,1.0323,0.88,0.72,0.72,0.72,0.88
2026-08-10,-0.4433,-0.2772,-0.2098,-0.1802,-0.2872,1.0562,1.1674,1.1196,1.195,1.1919,1.044,1.044,1.044,1.044,1.044,0.88,0.72,0.72,0.72,0.88
2026-08-11,-0.4552,-0.3154,-0.2247,-0.2333,-0.3246,1.0457,1.1341,1.1124,1.1622,1.1652,1.0522,1.0522,1.0522,1.0522,1.0522,0.88,0.72,0.72,0.72,0.88
2026-08-12,-0.3847,-0.2592,-0.151,-0.1461,-0.1955,1.0206,1.1447,1.0681,1.1585,1.056,1.0562,1.0562,1.0562,1.0562,1.0562,0.88,0.72,0.72,0.72,0.88
2026-08-13,-0.3349,-0.2358,-0.1436,-0.0025,-0.2173,0.979,1.1304,1.064,0.9997,1.0618,1.0569,1.0569,1.0569,1.0569,1.0569,0.88,0.72,0.72,0.72,0.88
2026-08-14,-0.2429,-0.0751,0.0264,0.1566,-0.0429,0.9404,0.9996,0.9303,0.8698,0.915,1.0559,1.0559,1.0559,1.0559,1.0559,0.88,0.72,0.72,0.72,0.88
2026-08-17,-0.0983,0.1191,0.1136,0.1837,0.0524,0.9253,0.9307,0.9144,0.8833,0.9304,1.0609,1.0609,1.0609,1.0609,1.0609,0.88,0.72,0.72,0.72,0.88
2026-08-18,-0.1391,-0.0192,-0.0229,-0.0055,-0.0657,0.9028,0.7608,0.8134,0.7032,0.8433,1.0646,1.0646,1.0646,1.0646,1.0646,0.88,0.72,0.72,0.72,0.88
2026-08-19,-0.1387,-0.0732,-0.0244,-0.1016,-0.0668,0.9021,0.8323,0.8151,0.7593,0.8447,1.0602,1.0602,1.0602,1.0602,1.0602,0.88,0.72,0.72,0.72,0.88
2026-08-20,-0.0848,-0.036,0.0084,-0.1155,-0.0629,0.8895,0.8321,0.8061,0.7571,0.8455,1.0601,1.0601,1.0601,1.0601,1.0601,0.88,0.72,0.72,0.72,0.88
2026-08-21,0.0381,-0.0216,0.0288,-0.1403,0.0109,0.8538,0.8318,0.8036,0.7431,0.8234,1.059,1.059,1.059,1.059,1.059,0.88,0.72,0.72,0.72,0.88
2026-08-24,-0.0031,-0.0774,-0.0241,-0.1552,-0.0644,0.8647,0.8334,0.8178,0.7515,0.8449,1.0486,1.0486,1.0486,1.0486,1.0486,0.88,0.72,0.72,0.72,0.88
2026-08-25,0.0985,0.0437,0.1202,-0.0546,0.0858,0.78,0.7274,0.6915,0.6806,0.6982,1.0401,1.0401,1.0401,1.0401,1.0401,0.88,0.72,0.72,0.72,0.88
2026-08-26,0.1018,0.0479,0.1049,-0.0313,0.0541,0.7788,0.7264,0.6952,0.6914,0.7033,1.0374,1.0374,1.0374,1.0374,1.0374,0.88,0.72,0.72,0.72,0.88
2026-08-27,0.1018,0.174,0.1401,0.1242,0.0846,0.7788,0.7671,0.718,0.7507,0.7298,1.0386,1.0386,1.0386,1.0386,1.0386,0.88,0.72,0.72,0.72,0.88
